"y","x1","x2","x3"
3.20242733255579,5.22810263697076,3.30093619959508,1.92716643737568
3.52686433576996,5.06450977754095,2.76664089874348,2.29786887879747
8.1924465234381,8.64128680876824,4.97965592105158,3.66163088771667
2.34457354163058,6.64401791572321,4.1763000966609,2.46771781906231
3.13648164686193,6.79740074440229,4.05911347302062,2.73828727138167
3.98479514518955,8.07356608633237,4.61293333718161,3.46063274915076
2.66504336944066,6.88829486412799,3.6627926169142,3.22550224721379
3.1435739598588,6.65461971256265,4.16511214904219,2.48950756352047
2.65734522963606,7.40250258183425,3.93580262743739,3.46669995439686
2.4105931882386,6.67903932236755,2.50360863402248,4.17543068834507
2.76860421563609,6.14247145094002,2.60842938775983,3.53404206318019
3.41086949426318,7.37545864233327,4.4078496757163,2.96760896661698
3.85030480808453,7.603532044089,3.8278120469421,3.7757199971469
2.95042831959048,5.578051061754,2.91385600618243,2.66419505557157
3.93640048975908,4.45999372298107,2.86767800993615,1.59231571304492
2.59134678579566,6.62550664844319,4.37137203464728,2.2541346137959
3.17603319153745,6.41595500161507,3.40152211960011,3.01443288201496
3.44995596429311,7.60326513746491,4.38032236367099,3.22294277379391
3.70465114217605,5.92977139058067,2.2365991975047,3.69317219307597
2.58735971315419,3.69037291129823,1.77812411732595,1.91224879397228
3.78219737518197,5.55770283968294,2.37086371714736,3.18683912253558
3.06434062402413,7.62745039147485,4.04613386392557,3.58131652754928
2.61342492460449,6.61362527263633,3.15009510299253,3.4635301696438
1.86214193134905,6.8575722953055,4.05347881614632,2.80409347915917
2.46112231757908,6.43552803036194,3.93089635382909,2.50463167653285
3.09938447375786,6.5987804936445,2.82336876750687,3.77541172613764
